"id","text"
1117," Me Wicked game!"
1118," Frighteningly addictive An awesome game and must have for apple products!"
1119," Love Love this game. 
I just wish if your stuck on a level for a certain amount of time you could just pass it."
1120," I'm not sure what I'm supposed to write here Great game. Although u shudnt b forced 2 buy things with $. First bec. it's expensive second bec. that's not a part of the game and third bec. some players (kids especially) have restrictions."
1121," IM ADDICTED AND I JUST CAN'T GET ENOUGH! Fantastic!!"
1122," Good It is a good game to play while wasting time"
1123," Mary hand I loved this on my desktop.  Now it is on IPad I am so thrilled it is just the best thanks"
1124," So entertaining and addictive!!! I"
1125," Game So happy this game is on App Store now <3"
1126," Annoying Omg the ads are so annoying.after every try there's an ad."
1127," Sick Dis game is sick"
1128," Good game Great game. Hours of fun for all the family. Great work."
1129," Criminal Case Nice game. Love playing it."
1130," Finish now gem speed up How about along with a finish now a speed up for gems for half hour, hour & hours units."
1131," Drop outs Can't even play a slot tournament without the app crashing, think it's time for a new update or else a new game!!!"
1132," Not good!! So many adverts. When your trying to watch it, it just freezes and takes such a long time to load! Sometimes it crashes and you need to start from the beginning! Picture quality isn't good, it can go blurry and it's not enjoyable!"
1133," Plumber Crack So fun  I totally recommend it"
1134," Too many crashes Far too many crashes recently and noticed that the slots have really tightened up.  Will continue to try to play, but if crashes/freezing continues, will delete game.  Don't like that it tries to take me to facebook too.  Not interested in that.  Games used to be fun."
1135," Great! But... Was working fine for a few days but now it won't me log in I'm deleting then adding the app agian ill see if it works other wise would have been 5stars :("
1136," GREAT Great game this is keep up the good work"
1137," Candy crush Did get up to 400+ but changed email and now back at start for third time so not impressed"
1138," Johnbri Love the game however, just got my new iPhone and I'm starting all over from scratch. Close to 2000000 coin down the drain. Plus all my characters. But still love playing it"
1139," New update just crashes I can't play since I downloaded the new update - it just crashes on loading every time. Turned my iPod off and on again but it made no difference."
1140," Good game It's very adivte game for kids to look after animals"
1141," Robot Transfering My friend has 5 Cardinal chaoses and he wants to send one to me so I am asking if any game developers are reading this to enable robot Transfering."
1142," Slots Don't know won't let me play."
1143," Patience required Its buggy - spent about 10 times trying to log in. Surprised myself how many times I tried

A big bag of patience required for updates too. Hold your nerve and only use gems when you have to or have deep pockets

I'll play for a bit longer. Fills in the gaps whilst I'm waiting for clash of clans troop builds. If they iron out the bugs it has potential

Update to review : after playing it for a number of months playing:
Great game but it keeps crashing during a raid
Please have some stability"
1144," Ooookkkayyyyy This is a good game I have to say, but there are a few things I don't like about the game. First it crashes sometimes which is kinda irritating, next make it easier to get gold coins to get Zeus ( I have Zeus) , next WHY THE HEAK is atom a uw1 robot!!! He should be in the same class as Zeus , and the mystery draw card thing is hard ( that is how I got Zeus ) with the gold silver and bronze. The new update came and the 4 new bots are really cool especially Fiend. There are some irritating glitches that I would like you to fix. First of all it doesn't let me play against Zeus in the free sparring mode. Next sometimes when you are at main menu it doesn't let me swipe to see different angles of my robot. Also I have fiend and when I beat Zeus in the championship mode and it shows fiend with the belt and his midsection is invisible! Weird! Plz add another update to fx These irritating problems. Thx for reading. (when is global multiplayer coming?)"
1145," Dungeon Keeper You should make another game like this nice job !!!!"
1146," JD Very addictive fun gaming"
1147," Awesome Great for keeping the kids entertained at appointments - and awesome for me all the other times.... Hehe"
1148," hard game you need time or lot of money<U+3002>i spend more than 3k and still nobody in the game<U+3002> got zero one day because im at work.if you are rich this game is build for ya<U+3002>you can feel like a king<U+3002>but rich means spend more than 20k<U+3002>"
1149," Aussies are Disadvantaged I am currently on level 53 and am totally addicted to the game. The co op I belong to are some of the nicest people I have ""met"" and we are always helping each other out. I've made a lifelong friend with an American player and when playing today and chatting to her for more than two hours she requested another helping hand. I had already sent one to her and she sent one to me at the beginning of our play. After the two hours she requested another helping hand whilst I still had a further 4 hours to wait until I could request another. How come USA players get one every two hours??? And I also discovered that once you reach 20 million coins they don't accumulate any further so basically now I sell stuff and don't get any coin for it. That's downright rude. I have spent many real dollars on this game."
1150," Casino Love these games awesome awesome awesome. My Favourite by far. Come on big bucks.  Double downs excellent always new games but Noveau Riche is my favourite atm. It rocks <f0><U+009F><U+0098><U+009D>"
1151," Shhaihshshhzusbsn Pretty good, it's a great time passer haha"
1152," Over all good game. It's a good game, however I like to make my farm look nice. I've started to 'decorate it' but I can't get any further because there is a limit on decorations? I don't understand the reasoning. I like to put paths through my whole farm, but I can only pave 1/16th of it (for example). If you like playing the game for the missions etc, then it's great, but I like playing these sorts of games to decorate. (I'm the person who plays the sims just to build and furnish the houses, I don't actually play with the people.)"
1153," Keeps them busy The kids love this game it makes them laugh."
1154," Error I was tring to purchase a 99.99$ gift packet and it said I had 104.99$ in my account and it said insufficient credit so I can't buy the packet, please fix this error"
1155," Awsome!!!! Keep it up OTM! This is like the only game I play when I have wifi!!! Idefinitly reccomend this app for everyone!"
1156," Candy crush What a frustratingly addictive game. Love the challenges, variation on screen layout and best of all, love the timed ones."
1157," This is a terrible app. I love subway Surfers, don't get me wrong this used to be a great game! But it needs a serious update. It takes about 10 minutes to load up and then keeps redirecting me to download another game when I'm click the cross! When the game eventually does start, it freezes every few seconds and doesn't let me slide up or down! The character just crashes into the posts! If it had a an update that worked that'd be great."
1158," A fun game to play Very addicting - would like it more if the time for quests are reduced"
1159," Love this game This game helps me pass the time during my day!!!!"
1160," Love it Quality"
1161," Good but can be better! Nice game! But seriously, full energy only allows you to examine a scene 5 times? I reckon people quit playing because they have to wait for too long!! Love the mysterious element of the game, but certainly don't love the wait!"
1162," Good game My biggest problem with the game is that when the level is almost complete, the screen gets really dark and it's hard to see what's going on. I guess it's trying to simulate the closing of the store but it is unnecessary and a little irritating."
1163," Family, energy and stars Incredible game however 5 minutes is far too long to have to wait for just 1 energy it's so frustrating also it's stupidly hard to earn stars considering that is what is required to buy most things in the game also it would be incredible is the rest of the family had characters in the game"
1164," WRB Soooo fun and addicting must have"
1165," Please read I know there's gonna be a billion suggestions but can you add a thing were you can attack your clan members , they don't loose loot and you don't gain loot , but u can attack your mates . Please this would really help good clans so they can see their flaws in their base design with out lossing things <3 great game aswell"
1166," Casino Can't always get rewards and if I don't go in within 24 hrs, always lose out on the accumulative bonus, may be get in after 25 hrs so bonus away - be a little easier on those of us who rock shifts and not always easy to get in at specific times"
1167," Good game This is the best game I have possibly ever played. I mean it's so addicting i would pay a couple of quid for this game"
1168," Love this app I find there are a lot of games out there just like this. But I can't stop playing them."
1169," Great game Nice graphics and interesting characters"
1170," Awesome game :) I think this a really cool game tbh it's that sort of game that you would play all day and all night who ever made this game must have literally been a GENIUS. Thank you guys for making this game possible. Though one concern could you make new power ups or new gadgets would appreciate it but GOOD GAME! Thanks"
1171," Subway surfers This is an amazing game with awesome things and amazing things to unlock and they are now on a tire which is amazing"
1172," Good I found this app pretty well formed the only bad thing I found was that it was a little hard at the start and that can put people of if it's difficult straight away"
1173," Love it Wasn't expecting too much from this but having played it i love this game, so addictive and fun"
1174," A Awesome game"
1175," Really? This game is funny but it really should be for teens super bad for 9 year olds it should be like for 14+"
1176," Great app! Has no lag at all, and can very addictive. Great user interface!"
1177," Doubledown casino Love all the different games reall good app for all. Types I rate five star"
1178," 5 star game Great game, massive challenge, only fault is that they need to sort out you can still see the status bar at the top of the screen, apart from that it's fantastic"
1179," Awesome game Awesome game"
1180," Plumbers crack Awesome and cool"
1181," Fun FPS! The only thing I really DONT like about this game is the ads that show up every now and then. I would gladly pay to get those taken off so I wouldn't have that distraction. This game is just like a cheesy horror movie withe bad acting and over the top make up effects. You just can't look away!"
1182," Didn't receive gems! I purchased 2500 gems and they money was taken but the gems weren't there!"
1183," Addictive! Love this game!"
1184," Need help pls Is thr a way to move the mail box .also, how do we do fishing ..is thr a way to do fishing pls help pls."
1185," Live it Love it"
1186," Hmmmm Okk but become real repetitive after 5 mins"
1187," ***AWESOME GAME*** Really good game, good controls with plenty of action. Only down point, the upgrade for tech and weapons take agesssss!!!!  Sort it out lads!! Can't wait for the next one:):):)"
1188," :) Great game"
1189," Next Update Ideas You guy should lower prices to every thing in the game and WOULD YOU PLEASE LOWER THE UPGRADE TIME IT TAKES UP MY TIME WHEN I WANNA DO THINGS IN GAME!! Plus and more upgrades, troops and land expansion 
That would be cool. For the troops you should add stuff like a Witch Queen and a Wizard King. Also add stuff like hounds, wolves (I think), battle lions and battle tigers. Also add more defence stuff like dual cannons, x-bow like defence that shoots every 0.80s and lightning cannons that would be awesome. Please do some of these things but mainly do the ones I said at top and it would just make the game great so when my friend starts a war I can have my upgrades finished and have new things. Please do these thing.
Thx"
1190," Sick Awesome game love playing it"
1191," Very addictive game This game is very addictive, however the prices to unlock the another player are absolutely a rip off!"
1192," Game under maintenance On the game you say that the maintenance should be finished in an hour & to follow the steps you say to relaunch the game. Well we did that & still can not get on the game. You need to Fix the problem ASAP, People Pay Money To Play This Game!"
1193," Fun Addicting, unique."
1194," Level 35 If I could give it ten stars I would. Great game!"
1195," Awesome Love the game play it online everyday but can't play it on my iPad at the mo as they need to update it and allow us to play Pacific bay please update the app"
1196," Gd Gd game lots to do"
1197," Better than the web version!! I'm addicted to this game! I played the web version, but I feel this one is better. You get unlimited water and the animals don't need to be fed at a specific time. However, the web version lets you buy animals without limits, nor you need keys (or cash in the web version)."
1198," Great Great game!!"
1199," Wow This is a lot of fun!!"
1200," Good new game Just started it but enjoying none the less"
1201," Love it!! It's a really fun game, and very addicting! :)"
1202," Great game. Need more gem opportunities It's a great game. Gets harder to select and drag things when it's busy. Needs bugs fixed.
Gems are harder to come by after the first burger joint is complete"
1203," Bee's I love this game so addicting!!! I recommend you try it."
1204," Interesting game A good way to pass the time."
1205," Wow I love this app!

I've just started and I love how you can become famous, what a amazing idea."
1206," Angry birds Sweet"
1207," CRRRRRRAASSSSSHHHHHHHHHHHH!!!!!! Fun idea, but crashes or sticks constantly.  PLEASE FIX THESE BUGS BEFORE WE HAVE TO ELPHABA YOU."
1208," Teacher NZ Not sure what's going on.  Used to get daily bonus...  Then the link now wants me to connect to FB...  But doing that resets whole game!!  Not happy when you get to level 235.... Restarted again...  Made progress, but daily bonus not appear...  Now third time restart, had daily bonus...  But now it wants to connect to FB....  That's not happening"
1209," Simply entertaining A great Facebook game.  Simple, fun and interactive.  A game to share with everyone."
1210," Do it Little bit badass. Funny animation, cool story, easy to pick up. Do it"
1211," Good Good"
1212," Great game It's a simple but fun game, good gameplay and heroes/characters. 
But sometimes randomly closes app and has random lag spikes, other than that great! <3"
1213," Need to fix a lot of things A lot of stuff needs to be fixed on this app. Absolutely horrible."
1214," Just 12345 Ok"
1215," Awesome The best game ever!!! Love it!!"
1216," Update Just updated and have lost all my coins <f0><U+009F><U+0098><U+00A2>"
1217," Brill Best game ever"
1218," Amazinggggg!! I want to be a cook when I get older and this is a wonderful game. It challenges me and its really funny when the customers get mad."
1219," Awesome game I love this game love detective work"
1220," Love it I am so hooked, I can't stop playing"
1221," Hay Day AXES AXES WHERE ARE THEY Where are all the axes hay day your not making this a pleasant game to play anymore im fed up now NO AXES and don't say find them in the paper as there aren't any !!!!!! What a con thus game is becoming..... <f0><U+009F><U+0098><U+00A1>"
1222," Loads of fun Fantastic and fun for everyone"
1223," subway surferss im in love with this game! its great for when your traveling as it doesnt require wifi! the only downer to me is that there is in app purchases which dont particularly need to be there, but other than that 5/5"
1224," Ok Ok as a time filler"
1225," Awesome game Been playing since 2012, love it but gosh it gets so expensive to upgrade things. Guess that's the thrill of the challenge hey."
1226," Addictive Very addictive will give you hours of fun."
1227," AMAZING!!!! but... This is an awesome game don't get me wrong but the on thing I REALLY want is more than 3 outfits for each person. I mean there are some good ones but some others are <f0><U+009F><U+0098><U+0091><f0><U+009F><U+0091><U+008E>. So can you add more than 3 outfits please? Also can you and a REALLY REALLY REALLY REALLY REALLY good one for Olivia? Beacuse I already have her one costume which is AMAZING but I would like others please thank you!!!"
1228," Fun I like it."
1229," No good I liked part of your update on October 31st. But having the animals take a week to produce is stupid. At least a day or better yet 6 hours and use water and food to shorten it to 30 min."
1230," Very well made :D I've played a lot of these type of games but this has to be the best one!  it doesn't force you to buy in app purchases as much as other games. Graphics pretty good and it is a good time passer, I do recommend this :)"
1231," Hay day This game is amazing,you will never want to stop playing this game it is so addictive. The only thing I would change about it is that the prices are to high to buy the machines and get rid of stuff plus you normally can only buy something in more than a month because you don't have that much money other than that it is AWESOME!!!     :) :) :) :) :) :)."
1232," ait yeh its pretty addictive to a point"
1233," GOW rocks Awesome game highly addictive recommend to all 
Meet people join alliances have fun when playing <f0><U+009F><U+0098><U+0084><f0><U+009F><U+0098><U+0084><f0><U+009F><U+0098><U+0084><f0><U+009F><U+0098><U+0084>
Rule the kingdom what more can you ask for in a game
Thanks guys keep up the good work
<f0><U+009F><U+008C><U+00B9><f0><U+009F><U+008C><U+00B9><f0><U+009F><U+008C><U+00B9><f0><U+009F><U+008C><U+00B9><U+263A><U+263A><U+263A><U+263A>"
1234," Best app ever Great app get it"
1235," Nothing like I was hoping for! I thought it might be like black ops zombie but it's not.    Can we have online co-op atleast"
1236," Very good but Can u please fix this bug it always kicks me out of the server can u please fix it thanks :)"
1237," Fun game Great for when I want to relax after a long day at work"
1238," Awesome I love it....addicting"
1239," Amy Great!!"
1240," Updated now it won't play Going along fine now all of a sudden after the last update it goes to the play screen, freezes and reset to the main iPad screen. Very disappointed. How do I fix this???"
1241," Plumbers crack This game is so cool I highly recommend it"
1242," The goats An amazing game and the graphics have got a lot better since the last update. If you are reading this please join the co op called the goats. We have great friends and fun."
1243," 4 I suggest Order of Chaos its better by so much, but this game is alright"
1244," Love I love this game I just don't like this version because it doesn't have the option to use the blue keys and I wish I could transfer phone to phone."
1245," Awesome game Amazing fun and 100% addictive!"
1246," Fab Good fun to pass time"
1247," Fun Game Simply fun and addictive game."
1248," Fun Game Fun and exciting game!"
1249," Amazing <f0><U+009F><U+0098><U+009D> Best game ever"
1250," Amaaaazing! It's a really good game with good graphics and a good-simple story...I like every concept in the game, It's really cool to play...But you should fix that, Every time i finish a run, It asks me if i want it to let it post on my facebook, I denied, And after the next run...It asks me again!"
1251," Wicked! Fun!"
1252," Farm Good game"
1253," Level counter Can you please explain why after playing for over 3 years I am still only on level 12 while my partner who has only been playing for 7 months is sitting on level 13. We often play the same amount of time and win on average the same amount of money, could you look into my account and see if there is a problem."
1254," Ballin! Good times! I wonder about the statics and dynamics behind some of those structures though!!"
1255," Awesome I love this game it awesome"
1256," It's met Great game"
1257," Hay Day This is a 5 star game, NO DOUBT!!!  As for downloading for free, yes, but DEFINITELY plan on spending some bucks for the needed diamonds.  give it up and pay the $100 for 3750 of them!!!

Barring the cost, it advances with each step that any player knows that it will become more complicated...Not in the way of normal
Games.  You have your farm, come to care for it, and therefore go forward.  You want to check it out all of the time.  Each advance
Challenges you more, as you have to remember more things to do. 

You can play at your own pace, design your own grounds, and have one HECK of a lot of fun with this game.  It must have taken YEARS to design it!!!  Trust me, try it, get rid of the first $100 bucks for the much needed, and cheaply returned, diamonds, and
Have more fun, with building challenges at your own rate.  This game is truly incredible....It is not gambling...You are on your own farm, the animals are adorable, and they switch animation during the seasons.  You work towards different levels, HOWever,
YOU achieve, not as a competitor, but by yourself...

Play the $100 right off, be patient and do not spend too many diamonds, and then play a truly quality game....CKT"
1258," Wicked the game I love this game!  Had some problems with getting requests in the game at first but seems better."
1259," So awesome must play Read the title"
1260," BEST GAME EVER !! I love the graphics and levels of this game ! BIG credit to all who made this game ! <f0><U+009F><U+0098><U+008A>"
1261," Ridiculous ! Twice the game has restarted on me! It's ridiculous!"
1262," Force close This game is great but always force closes when you finish the epilogue ."
1263," A fun skating game! Simple controls and tons of characters and upgrades. The game gets updated a lot with new places - Halloween theme is cool!"
1264," Great game Great sleuth game"
1265," Always Improving Love all the diff. maps and updates. You cant tell where you will be next it is amazing!! <f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D>"
1266," This game is really cool! I love this game it's so fun and really enjoyable to play! Some things I think you should add thou is that u should add getting dirty with people and showing it on the screen! Also people should have babies on here! Another thing u could add is when u have nothing to do while u are waiting for the next thing to come up somebody should call u to meet up or go on a date ! This game is really good but with these improvements it will make it even better!"
1267," Mean This is da coolest game eva!!!!!!"
1268," Great Game This is a great game with the next update you should allow the option to play the saved game on multiple devices."
1269," Fun but... The gameplay is very fun. However, like most games like this you will hit a point where it's nearly impossible to proceed without spending money. The levels get difficult to the point that you either give up or spend some cash. I played it and enjoyed it but the in app purchases are a bit high, so I'm deleting it."
1270," Nice app Good and entertaining app, I play it for hours but it is rigged when the bonus reels appear, when 2 of the bonus reels appear the spinning time takes longer and guess what NO THIRD BONUS, otherwise very playable"
1271," Can't connect to facebook Recently passed a staged that I've been stuck on and now my game won't sync to fb. A bit annoying. Otherwise addicting"
1272," Amazing Best game ever"
1273," <3 Awsome game really makes you think takes your mind of annoying people for a little bit"
1274," Love love love Awesome game!"
1275," Suggestion Can you add the option to test your defences to find weak spots in your base?"
1276," Upfarm Great"
1277," Awesome Best Game!!!"
1278," Great game! It's easy, but very addictive to play! It's great for a boredom cure!"
1279," Very addictive and fun Fun and addictive"
1280," Great game! Very rich scenery. Really fluid, great gameplay."
1281," Love it Love this game keeps me entertained for hours! Must get.......!"
1282," Very fun game Very fun game"
1283," Good Fun game but some of the upgrades take to long. For example inferno tower and x bow and town hall upgrades"
1284," Hell yea! Awesome game! I play it all the time, but it crashes way to many times! I'm Starting to not play it because I can't even fight without the game crashing!! Please fix!!!"
1285," I hate it when I hit the freaking train  but I'm good with it's I hate it when I hit something but so far I'm good"
1286," Fun and addictive Really loving this game! Just be warned, it's very addictive! I even got my husband hooked! Do wish there was a way (aside from Tom, who I refuse to pay diamonds) to search for items in the paper. But otherwise, great game, thanks!"
1287," Crash Crash , crash, crash, don't think I have watched a full program with out a crash"
1288," Great game. I love this game. I m on it everyday."
1289," <U+2661> I like this game, but I wish Kim from Australia came back!"
1290," T Love it"
1291," Subway surfers is good but I really need a jackpot and I saved up a lot of money and bought about 6 thousand mystery boxes but didn't get a jackpot. I was so dissapointed and upset which made me think this game is bad so please put more jackpots in it."
1292," Mr One of the worst game server always down and bets are so high to take all your money"
1293," Good game Excellent"
1294," Subway surfers I love this game would it be possible t do a New Zealand one with kiwi icons thnx it's good fun"
1295," Fun but glitchy Really fun game but glitchy after 10 minutes. Gets slow and doesn't recognize taps on the screen. End up wasting my time dying because of the delay. Need an update to fix that."
1296," This game Is pretty good, respect that's its strongly related to old dungeon keeper"
1297," Good Good million time"
1298," waste of $4.99 no actual racing. just a few touches of a pedal determine some race that happens that you don’t see. and then you taken to screens to tune, buy stuff. plenty of other games that actually let you drive the car around laps. Do not buy this game ever!"
1299," revieuwww The game is nice and cool"
1300," Internet connection I just downloaded the game and can't play because it says there's no Internet connection even though there is. I haven't even played it once. Please fix this bug because I really want to play it."
1301," Addictive Amazing this game is soooo addictive"
1302," Hello It a good game I like it"
1303," Fabulous Great freebies and lots of choice, highly recommend you give it a try"
1304," Worst app Worst app I've ever used. Sort It out!"
1305," Update Update is not working properly. I'm logged in and try and send a gift it tells me to login that I'm not connected and will not allow me to send gift. This is the only way you get to play because there sure isn't any payouts or bonuses. Great games but way too tight. I attempt to play this everyday and have for several months the level up bar NEVER moves very unfair."
1306," Cool Awesome"
1307," Jut cute Good"
1308," Crash App has been crashing all day please fix. 3 stars till you fix please! iPad app now isn't working. What's going? Please get this fixed!"
1309," Yay Sweeeetttttt"
1310," Plumbers crack The best game ever so addictive"
1311," Addictive What a an addictive game once you download and play you will see what I mean,  you will get some funny looks from those around you as you play but I guarantee that when they get home if not before they will be online downloading it.  Get it fast because sooner rather than lat you will have to pay for it.  Without bout the best free game around."
1312," Improvement in function Been playing here 4 months. At first, many glitches. Big wins wouldn't post to my account. It would disconnect instead. But that problems seems to have been corrected. I am enjoying it very much now."
1313," Highly addictive Will cause arguments with your partner!!"
1314," Third hero and be able to attack frenids it is fun till you have to wait so long for your troops to  upgrade but still love the game had it for a long time you should be able to get a third hero.and make levl seven wizards and stuff make it so you can pick the people you what to raid cues my mate and me have coup how is better a Nd i think it would be fun and a challenge that would make it make the game so good  and my champion 3 2 1 then a new league or just leave it at the but the best people in the world have nothing to upgrade and stuff so yea and third hero is what i would really like and the attack you frenids"
1315," Hey Awesome way to play"
1316," Game of War This is a great game one of the best I have ever played but people that are able to spend money definitely have an advantage and those who can't or don't it's a big disadvantage!!! It's fast levelling at the beginning on the game but later on it becomes much harder to do so."
1317," Helps Helps being bored and long journeys"
1318," crashes on resume Every time I play this game, put my iPad to sleep, and then wake my iPad the game crashes to the desktop. It says trying to connect, makes some dungeon noises, then crashes."
1319," Candy crush Fab"
1320," Decent game This game is decent for a Nascar fan.  It requires the use of basic racing strategies and is definitely challenging.  Considering it is a strategy game and not a first person racing game, I have enjoyed it thus far.  I have not had the serious crashes that have been previously reported. There seem to be minor issues only, but hopefully these get resolved..."
1321," Great game Awesome game good time waster"
1322," FarmVille 2 Awesome, addictive interactive game !"
1323," Real steel It is so fun I can't stop playing!!"
1324," Fun mmo It's not the best mmo, but it is the best on iPhone. The world feels really realistic and the way players interact is refreshing. You can form groups and go on quests together and making money in this game has great rewards. Good graphics too! No complaints really."
1325," Awesome Love it & addicted!"
1326," Very addictive Very addictive. However the touch is so slow to respond and when you put the plate over a person a lot of the time it doesn't do anything. It makes it even more frustrating."
1327," Was good but no more Used to b a great game but not anymore... After spending over £10 grand and 2B power there is not much u can do coz most players are over or near a billion and rally capacity makes it near impossible to have fun zeroing someone without mayor loses. They need to increased capacity or else this game is pretty much dead soon.... For those of u that can't spend money then delete game. U will waste your time playing it and after spending so much of ur life here u will regret it.... AVOID!"
1328," Great game Lots of fun, entertains everyone"
1329," Are you kidding me? Fun game, but extremely ad supported. Open the game, se an ad. Go to choose your robot, see an ad. Choose your robot, see an add. Pick your fight, see an ad... Everything you do, you get an ad to accompany it. It's annoying! I can't keep playing it receiving ads with everything I do."
1330," Disappointing Really enjoyed this game until I got to a point in the game where it froze. I uninstalled and reinstalled and began the game again. Got to the same point and it froze again and has been like that for a week. Hugely disappointing! Update?!"
1331," Awesome game BUT!!! It doesn't open after the 3rd time :("
1332," Dead trigger 2 Really good game runs well on iPhone 4s only problem is that blue prints should be more common as it's taking me a forever to unlock weapons"
1333," Update crashes I like the update -not nearly so bad as some of these reviews make out. The new single square tunneling is better imo (speaking as mainly a defender the old way was always annoying) and the layout is nice. However, when I try to log on there only seems to be a 50/50 chance the game will load and the 'please wait....' messages in game still wind you up particularly mid-attack when you automatically lose the battle. Overall the update is good even if it seems to favour defense -but then why should it be easy for others to waltz in and smash your beloved dungeon to bits?"
1334," Addictive Game Tremendously enjoyable game it will be even more impressive with offline play and perhaps less punishment for raiders fainting or reduce construction time"
1335," Awsome Subway surfer is awsome u can do awsome things and get cool power ups!"
1336," Great game. A whole lot of fun in a small game package."
1337," Ipod 4 Crashes everytime on the nascar redline screen"
1338," Top Trop bien !!!"
1339," Absolute crap Its just as well it is FREE...Plays all the adverts (far too many of them may I add) and after 1st half of programme it then plays all the ads AGAIN but then when u wait on 2nd part, it puts it right back to the beginning of programme...SORT IT OUT OR GET RID :@"
1340," First game to have real strategy Must play"
1341," Good however This is a extremely very good game. The only downside of this game which infuriates me is that you have to have 3 friends with some report to be written before you enter a new case. I have no idea why you put this in but could you please take out so that if you don't have facebook you can automatially go to a new case other than that good game."
1342," Good game! But... This game is really fun and also addicting. The reason I would have given it 4 stars is because the prices are sooo overpriced. But I figure that's not really important. But really, it's overpriced.  Other than that, good game! The characters are weird looking and why would you want to buy prince k for that much anyway? I would like maybe an upgrade for the things u get (ex. Magnets, jet pack) do it could last longer. It is also really lame for the pogo stick thing to just make it drop to the ground. I've died smacking my face into some things. Now, don't judge and say I'm a whiner, it doesn't happen too often and is not a nessecity that they need to fix. Other than that, everything fine! Sorry, I should probably stop saying that. <f0><U+009F><U+0098><U+008B> For those people who keep complaining about the game crashing, I'm not calling you whiners, but maybe your phone is bad. Before you get frustrated( again not calling u whiners just saying this just in case u might get irritated, I get irritated easily) I understand how frustrating a game crashing can be. That happened with me and terriaria mobile, but that's a different story. All I can say is, I'm playing with and iPhone 5s so that might help with the crashing. If it keeps crashing, well, just don't play it I guess. Or try this: restart your phone or double-press the home button if ur playing this on an iPhone. If u have the new iOS then find you game box and delete it by pushing it up. It won't delete the game don't worry. It'll just bring u back to the logo stuff. Anyway, thanks for sitting through this review and hope u enjoyed it!"
1343," Cool I love this game! <3"
1344," Sick This game is rad"
1345," Love it I love it this is the best game"
1346," Great way to pass time Love these games people you meet mostly kind and generous, have encountered a few stiffs, I just say wow it is a game and supposed to bf fun, problems are solved swiftly, enjoy the free stuff, almost like being at a real casino great way to pass time...the ultimate -Ama McJacques"
1347," I LOVE IT I love this game.

Thx for creating this app"
1348," Beerilliant Unbeeelievable! Once you start playing you can't stop"
1349," The best game The best game I ever played
Very addictive I will recommend it to anyone."
1350," Dreadful! Was forced into downloading app this am when I went online to catchup on Corrie.  One and a half hours later!! I've given up as the beginning of the second episode seems to have frozen for all time.  STV you need to get this sorted out. Also, my true rating would be zero stars."
1351," Angry bird Fantastic game"
1352," A lot of things to say... Ok so I'm really addicted to this game. My Sister has it, she really likes it too. However My Other sister deleted it .<f0><U+009F><U+0098><U+0095> I don't know why but these are some things to make it better...

•A search bar to search up things from people roadside shop
•Lower the level needed to chat with members in your neighborhood
•Possibly add snow?
•Be able to make status updates maybe to try and get people to stop asking for particular stuff
•we should be able to make a profile add customize a character to show our personality
•be able to have more extensions when you get to a certain level (for those who have run out of space on their farm)
•Be able to play this game without Wi-Fi

Thanks if you add these in I'm sure my sister will re-install it <f0><U+009F><U+0098><U+0083>
Thanks"
1353," Not worth it If this was a game that gave you some sort of challenge, then it would be worth paying for the new energy you need after 5 mins play. But it's not ...."
1354," gREat Fun game to play while on lock down for ebola"
1355," Hay day Great game never get board from the game it's cool:)):))"
1356," still enjoy playing it :-) nice to get back from time to time"
1357," Rerun F chfk"
1358," Dating and hair! Love this game but would be great to buy hair with money and also dating time should be expanded before they call to break up. I don't always get to see them"
1359," Great game Great game"
1360," Great and addicting Doesn't require tons of money and is easy to play."
1361," Great This game is just flat out fun   It's not toooo hard but it makes boring time  fun"
1362," FARKING RIP OFF This game is all about bleeding the user of their hard earned dollar for diamonds how pathetic and the fishing nets what a joke 20 hrs for 3 fish what joke and the app doesn't load all the time and when your looking for items coincidentally them items don't appear in the newspaper really Sh!t effort guys I'm off to find something better to play goodbye"
1363," Clash of clans I love this game it's awesome<U+2757><U+2757><U+2757><U+2757><f0><U+009F><U+0098><U+008E>"
1364," Love Love it"
1365," Funny It is so cool"
1366," Doom Excellent.Really good, kill 'em all."
1367," I'm hooked! The biggest problem is, without the funds to purchase keys, I just keep poking along."
1368," Too high prices upgrades Upgrade prices are stupidly high and costs a lot of gems to finish, also they take like 15 days sometimes!!"
1369," Get it NOW Fun easy better than subway suffers not to many ads great for waiting"
1370," Wow... Ahaha there was a ad of this game so I thought I might get it and it said it had over 5000 ratings. So I went to the App Store and it only has 156 ratings"
1371," Great Awesome game great way to spend a couple of hours"
1372," Awesome FPS! Excellent game play"
1373," Great game but I hate the dragging!! :( Very addictive game! I quite enjoy this game very much. But I get so annoyed that you have to drag the food from place to place. Sometimes i have to drag my finger a few times for it to actually move and most of the time it takes too long that the food will burn <f0><U+009F><U+0098><U+00AB><f0><U+009F><U+0098><U+00AB><f0><U+009F><U+0098><U+00AB><f0><U+009F><U+0098><U+00AB> so frustrating!?!? why cant we just click on it and then click where it needs to go??? much more easier and quicker."
1374," Very addictive Good as these games go it is possible to play without having to buy keys"
